age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
53;technician;divorced;secondary;no;320;no;no;cellular;9;jul;175;1;-1;0;unknown;no
35;management;single;tertiary;no;2988;yes;no;cellular;25;may;179;1;-1;0;unknown;no
58;self-employed;married;secondary;no;1407;yes;no;unknown;30;may;58;1;-1;0;unknown;no
40;technician;married;secondary;no;1270;no;no;cellular;17;apr;342;2;-1;0;unknown;no
41;services;divorced;secondary;no;654;yes;no;cellular;13;may;139;2;-1;0;unknown;no
48;retired;married;primary;no;5173;yes;no;unknown;18;jun;88;8;-1;0;unknown;no
44;entrepreneur;married;tertiary;no;3463;yes;yes;cellular;28;aug;210;3;-1;0;unknown;no
39;blue-collar;married;unknown;no;0;no;no;cellular;2;feb;731;1;193;3;failure;no
61;management;married;tertiary;no;6016;no;no;cellular;2;feb;670;3;-1;0;unknown;yes
36;entrepreneur;married;primary;no;177;yes;no;unknown;12;may;63;5;-1;0;unknown;no
28;management;married;tertiary;no;3694;no;yes;cellular;8;jul;70;2;-1;0;unknown;no
58;retired;single;secondary;no;1640;no;yes;cellular;4;feb;72;6;274;4;failure;no
60;admin.;divorced;secondary;no;174;yes;no;cellular;15;may;241;1;364;1;failure;no
66;admin.;single;secondary;no;10177;no;no;cellular;5;may;272;4;-1;0;unknown;no
36;management;single;tertiary;no;490;no;no;cellular;28;aug;207;8;98;1;failure;yes
49;self-employed;married;secondary;no;2576;yes;no;cellular;15;may;64;6;-1;0;unknown;no
40;services;married;secondary;no;0;no;no;unknown;12;jun;543;2;-1;0;unknown;no
23;technician;single;secondary;no;598;no;no;cellular;30;apr;166;1;-1;0;unknown;no
29;management;single;tertiary;no;15459;no;no;cellular;26;may;245;3;97;7;success;no
44;blue-collar;married;primary;no;271;yes;yes;unknown;9;may;94;1;-1;0;unknown;no
54;unknown;married;unknown;no;2508;no;no;unknown;20;jun;34;8;-1;0;unknown;no
47;blue-collar;married;primary;no;320;no;no;telephone;30;jul;203;2;-1;0;unknown;no
33;admin.;married;tertiary;no;640;no;no;cellular;24;jul;318;1;-1;0;unknown;no
30;self-employed;married;secondary;no;1772;yes;no;cellular;13;apr;158;4;-1;0;unknown;no
27;admin.;single;secondary;no;15;no;yes;cellular;21;jul;177;1;-1;0;unknown;no
49;management;divorced;tertiary;no;2370;yes;yes;unknown;17;nov;56;1;103;2;other;no
27;services;single;secondary;no;201;yes;no;unknown;4;jun;172;2;-1;0;unknown;no
51;blue-collar;married;secondary;no;160;yes;no;cellular;7;may;136;1;359;1;failure;no
32;admin.;divorced;secondary;yes;5;yes;yes;cellular;18;may;82;3;363;2;other;no
30;blue-collar;single;secondary;no;75;yes;no;unknown;16;may;123;1;-1;0;unknown;no
33;admin.;married;secondary;no;4902;yes;no;cellular;20;nov;110;1;-1;0;unknown;no
27;blue-collar;single;primary;no;-79;yes;no;unknown;30;may;385;5;-1;0;unknown;no
75;retired;divorced;secondary;no;1341;no;no;cellular;18;dec;415;7;-1;0;unknown;yes
37;services;divorced;secondary;no;490;yes;no;cellular;2;feb;73;1;-1;0;unknown;no
36;technician;single;secondary;no;1521;yes;no;unknown;16;jun;243;2;-1;0;unknown;no
37;blue-collar;married;secondary;no;131;yes;no;unknown;9;may;137;2;-1;0;unknown;no
35;management;married;tertiary;no;8;yes;no;unknown;23;may;55;4;-1;0;unknown;no
32;services;married;secondary;no;-632;yes;yes;cellular;20;apr;18;5;-1;0;unknown;no
32;admin.;single;secondary;no;116;no;yes;cellular;16;jul;255;2;-1;0;unknown;no
35;admin.;married;primary;no;189;yes;no;cellular;11;may;95;1;-1;0;unknown;no
31;blue-collar;married;primary;no;2;yes;yes;cellular;10;jul;112;1;-1;0;unknown;no
28;blue-collar;single;secondary;no;4229;yes;yes;cellular;5;may;205;2;-1;0;unknown;no
27;services;married;secondary;no;54;yes;no;cellular;18;may;97;1;370;1;failure;no
22;student;single;unknown;no;549;no;no;cellular;2;sep;154;1;-1;0;unknown;no
35;blue-collar;married;primary;no;298;yes;no;cellular;13;may;135;2;370;2;failure;no
69;retired;married;primary;no;579;no;no;cellular;14;aug;230;1;-1;0;unknown;no
37;entrepreneur;single;tertiary;no;1467;yes;yes;cellular;17;nov;349;1;-1;0;unknown;no
45;admin.;single;secondary;no;0;yes;no;cellular;8;may;38;1;-1;0;unknown;no
47;management;married;tertiary;no;109;yes;no;cellular;22;jul;268;1;-1;0;unknown;no
52;management;married;tertiary;no;-11;yes;no;cellular;11;may;94;4;-1;0;unknown;no
33;services;married;secondary;no;90;yes;no;cellular;28;jul;263;2;-1;0;unknown;no
60;blue-collar;married;primary;no;493;no;no;cellular;18;aug;671;4;-1;0;unknown;yes
33;management;divorced;secondary;no;1897;yes;yes;unknown;2;jun;197;1;-1;0;unknown;no
44;admin.;married;secondary;no;2403;yes;no;cellular;28;jan;180;2;-1;0;unknown;no
38;entrepreneur;married;secondary;no;868;no;no;cellular;20;nov;452;2;-1;0;unknown;no
54;entrepreneur;married;secondary;no;653;yes;no;unknown;15;may;352;1;-1;0;unknown;no
32;unemployed;divorced;primary;no;0;no;no;cellular;15;jul;175;4;-1;0;unknown;no
33;technician;married;secondary;no;0;yes;yes;cellular;19;nov;163;2;-1;0;unknown;no
55;services;divorced;secondary;no;218;yes;no;unknown;29;may;200;2;-1;0;unknown;no
51;blue-collar;married;primary;no;5050;no;yes;unknown;16;jun;75;7;-1;0;unknown;no
48;blue-collar;married;secondary;no;741;yes;no;cellular;16;apr;227;1;-1;0;unknown;no
37;services;single;secondary;no;1050;yes;no;cellular;3;feb;586;3;-1;0;unknown;no
33;services;single;secondary;no;-56;no;yes;cellular;10;jul;119;5;-1;0;unknown;no
30;blue-collar;married;primary;no;1;yes;yes;telephone;22;jul;80;2;-1;0;unknown;no
43;blue-collar;married;primary;no;-98;yes;yes;cellular;12;may;112;2;330;3;other;no
49;technician;married;secondary;no;4667;yes;no;unknown;19;may;130;2;-1;0;unknown;no
54;unemployed;married;primary;no;541;yes;no;cellular;3;feb;237;3;-1;0;unknown;no
31;unemployed;married;tertiary;no;7744;no;no;cellular;26;aug;377;8;-1;0;unknown;no
54;unknown;married;unknown;no;895;no;no;cellular;7;oct;335;1;-1;0;unknown;yes
36;unemployed;married;secondary;no;-129;yes;no;cellular;29;jul;121;3;-1;0;unknown;no
30;admin.;married;secondary;no;0;no;no;cellular;15;jul;127;5;-1;0;unknown;no
27;technician;single;secondary;no;158;no;no;unknown;1;jul;650;2;-1;0;unknown;yes
30;admin.;married;secondary;no;122;yes;no;unknown;16;may;107;1;-1;0;unknown;no
30;blue-collar;married;secondary;no;673;yes;no;unknown;20;may;610;2;-1;0;unknown;no
35;technician;divorced;secondary;no;0;no;no;cellular;25;aug;124;4;-1;0;unknown;no
33;services;divorced;secondary;no;411;yes;no;unknown;8;may;216;1;-1;0;unknown;no
43;blue-collar;divorced;primary;no;-97;yes;yes;cellular;31;jul;747;4;-1;0;unknown;no
41;blue-collar;married;secondary;no;-217;yes;no;cellular;11;may;313;1;349;3;other;no
41;management;divorced;tertiary;no;5037;no;no;cellular;23;apr;252;9;185;5;other;yes
46;admin.;divorced;secondary;no;2232;no;no;cellular;13;feb;121;1;-1;0;unknown;yes
54;blue-collar;married;secondary;no;-932;yes;no;unknown;7;may;799;1;-1;0;unknown;no
32;management;married;tertiary;no;913;yes;no;cellular;23;jun;883;1;674;4;failure;no
30;technician;single;tertiary;no;236;yes;no;unknown;16;may;197;1;-1;0;unknown;no
40;entrepreneur;married;primary;no;0;yes;no;cellular;11;jul;271;2;-1;0;unknown;no
30;blue-collar;married;primary;no;2581;no;no;unknown;12;may;221;2;-1;0;unknown;no
27;admin.;married;secondary;no;639;no;yes;cellular;14;jul;243;3;-1;0;unknown;no
41;blue-collar;married;primary;no;849;yes;no;unknown;15;may;72;1;-1;0;unknown;no
54;services;married;secondary;no;386;yes;no;cellular;2;aug;155;2;-1;0;unknown;no
32;management;single;tertiary;no;1218;yes;no;telephone;28;jan;70;2;-1;0;unknown;no
31;management;married;tertiary;no;2603;yes;no;cellular;11;feb;280;4;-1;0;unknown;yes
42;blue-collar;married;secondary;no;-921;yes;no;unknown;26;may;115;2;-1;0;unknown;no
48;admin.;married;primary;no;607;no;no;unknown;20;jun;29;2;-1;0;unknown;no
34;blue-collar;married;primary;no;79;yes;no;cellular;14;may;406;2;-1;0;unknown;no
55;technician;divorced;secondary;no;61;yes;yes;cellular;25;aug;113;3;-1;0;unknown;no
49;technician;married;secondary;no;1091;no;no;telephone;30;jul;47;2;-1;0;unknown;no
46;management;divorced;tertiary;no;743;no;no;unknown;5;jun;36;2;-1;0;unknown;no
47;entrepreneur;married;unknown;no;209;yes;no;unknown;6;may;135;2;-1;0;unknown;no
24;management;single;tertiary;no;172;no;no;cellular;3;jul;67;2;-1;0;unknown;no
58;entrepreneur;married;secondary;no;2;no;no;unknown;16;jun;684;1;-1;0;unknown;no
32;management;single;tertiary;no;41;no;no;cellular;21;aug;686;5;-1;0;unknown;yes
25;student;single;secondary;no;1116;yes;no;cellular;2;mar;170;3;-1;0;unknown;no
49;blue-collar;married;secondary;no;-55;no;no;unknown;17;jun;150;3;-1;0;unknown;no
59;retired;divorced;secondary;no;5845;no;no;cellular;14;may;1060;2;-1;0;unknown;yes
30;management;single;tertiary;no;329;yes;no;unknown;6;jun;122;16;-1;0;unknown;no
46;blue-collar;married;secondary;no;494;yes;no;unknown;26;may;724;1;-1;0;unknown;no
42;management;married;unknown;no;1519;no;no;cellular;19;oct;230;1;92;1;success;yes
37;entrepreneur;married;tertiary;no;2685;no;no;unknown;20;jun;187;2;-1;0;unknown;no
44;blue-collar;married;primary;no;-14;yes;yes;unknown;19;may;179;4;-1;0;unknown;no
49;services;married;secondary;no;5673;no;yes;cellular;4;aug;357;3;-1;0;unknown;no
41;blue-collar;married;secondary;no;1459;no;no;unknown;5;jun;82;1;-1;0;unknown;no
48;technician;married;tertiary;no;0;no;no;telephone;26;aug;176;15;-1;0;unknown;no
31;management;married;secondary;no;625;yes;no;cellular;7;apr;424;1;138;1;failure;no
37;student;married;unknown;no;0;no;no;unknown;18;jun;115;1;-1;0;unknown;no
51;services;married;secondary;no;867;yes;no;cellular;3;feb;177;2;211;3;failure;no
80;retired;married;secondary;no;8304;no;no;telephone;9;jun;712;1;64;12;failure;yes
32;management;single;tertiary;no;151;yes;no;unknown;6;may;118;1;-1;0;unknown;no
48;services;married;primary;yes;-583;yes;no;unknown;2;jun;25;7;-1;0;unknown;no
49;blue-collar;married;tertiary;no;1784;no;no;unknown;12;jun;753;1;-1;0;unknown;no
30;management;married;tertiary;no;3134;yes;no;cellular;17;jul;124;1;-1;0;unknown;no
27;self-employed;single;secondary;no;49;yes;no;cellular;30;jan;208;2;-1;0;unknown;no
34;technician;married;secondary;no;-346;no;no;cellular;13;aug;136;4;-1;0;unknown;no
49;management;married;secondary;no;1623;yes;no;cellular;19;nov;1081;2;-1;0;unknown;yes
48;management;married;tertiary;no;60;no;no;telephone;7;may;376;2;339;7;failure;no
40;services;married;secondary;no;17;no;no;cellular;4;jun;78;1;-1;0;unknown;no
38;blue-collar;married;secondary;no;2008;yes;no;cellular;18;nov;354;1;-1;0;unknown;no
46;blue-collar;married;primary;no;91;yes;no;cellular;6;may;29;1;356;2;failure;no
41;entrepreneur;married;tertiary;no;171;yes;no;cellular;19;nov;209;1;191;4;failure;no
28;management;single;tertiary;no;1027;yes;no;cellular;14;may;433;1;-1;0;unknown;no
51;services;married;unknown;no;5801;yes;no;unknown;29;may;147;2;-1;0;unknown;no
33;blue-collar;divorced;primary;no;142;yes;no;telephone;11;may;41;2;300;5;failure;no
26;management;single;tertiary;no;205;no;no;unknown;26;may;111;1;-1;0;unknown;no
34;admin.;single;secondary;no;852;no;no;cellular;14;apr;108;2;-1;0;unknown;no
27;blue-collar;married;secondary;yes;-584;yes;no;cellular;7;may;411;2;-1;0;unknown;no
42;self-employed;married;secondary;no;97;no;no;cellular;10;jul;108;2;-1;0;unknown;no
45;admin.;married;secondary;no;204;yes;no;cellular;3;jun;224;2;-1;0;unknown;yes
31;technician;single;secondary;no;628;yes;no;unknown;12;may;1083;2;-1;0;unknown;no
32;management;single;tertiary;no;311;no;no;unknown;12;may;757;2;-1;0;unknown;yes
39;blue-collar;married;primary;no;1564;no;no;unknown;17;jun;57;1;-1;0;unknown;no
26;blue-collar;single;secondary;no;856;yes;yes;cellular;30;jul;95;5;-1;0;unknown;no
40;management;single;tertiary;no;1509;no;no;cellular;15;mar;144;2;124;1;failure;no
52;services;married;secondary;no;-888;no;no;cellular;16;jul;135;1;-1;0;unknown;no
40,64654131;services;married;secondary;no;1008,462084;yes;no;unknown;14,61449025;may;275,0630499;2,488149043;48,50638261;0,607848887;unknown;no
40,64576051;student;single;secondary;no;1006,64964;no;no;telephone;14,60892597;may;275,2178834;2,487127946;48,53933825;0,608145169;failure;no
40,64497971;technician;married;secondary;no;1004,837196;yes;yes;cellular;14,60336169;apr;275,372717;2,486106849;48,5722939;0,60844145;unknown;no
40,64419891;technician;single;tertiary;no;1003,024751;yes;no;cellular;14,59779741;aug;275,5275505;2,485085752;48,60524954;0,608737732;unknown;no
40,6434181;admin.;single;secondary;no;1001,212307;yes;no;unknown;14,59223313;may;275,6823841;2,484064655;48,63820518;0,609034013;unknown;no
40,6426373;entrepreneur;married;tertiary;no;999,3998632;yes;no;unknown;14,58666885;may;275,8372177;2,483043559;48,67116082;0,609330295;unknown;no
40,6418565;blue-collar;married;secondary;no;997,5874191;yes;yes;cellular;14,58110456;apr;275,9920512;2,482022462;48,70411647;0,609626576;unknown;no
40,64107569;management;married;tertiary;no;995,774975;yes;no;cellular;14,57554028;jun;276,1468848;2,481001365;48,73707211;0,609922858;unknown;no
40,64029489;management;married;tertiary;no;993,9625308;yes;no;cellular;14,569976;nov;276,3017184;2,479980268;48,77002775;0,610219139;unknown;no
40,63951409;technician;single;secondary;no;992,1500867;yes;no;unknown;14,56441172;may;276,4565519;2,478959171;48,80298339;0,610515421;unknown;yes
40,63873328;management;married;tertiary;no;990,3376426;yes;no;unknown;14,55884744;may;276,6113855;2,477938074;48,83593904;0,610811702;unknown;no
40,63795248;management;married;tertiary;no;988,5251985;no;no;unknown;14,55328316;jun;276,7662191;2,476916978;48,86889468;0,611107984;unknown;no
40,63717168;student;single;secondary;no;986,7127543;no;no;cellular;14,54771887;aug;276,9210526;2,475895881;48,90185032;0,611404265;unknown;no
40,63639087;entrepreneur;married;primary;no;984,9003102;yes;no;unknown;14,54215459;may;277,0758862;2,474874784;48,93480596;0,611700547;unknown;no
40,63561007;blue-collar;married;secondary;no;983,0878661;yes;no;unknown;14,53659031;may;277,2307198;2,473853687;48,96776161;0,611996828;unknown;no
40,63482927;management;married;tertiary;no;981,275422;no;no;cellular;14,53102603;aug;277,3855533;2,47283259;49,00071725;0,61229311;unknown;no
40,63404846;admin.;married;secondary;no;979,4629778;yes;no;cellular;14,52546175;jul;277,5403869;2,471811494;49,03367289;0,612589391;unknown;no
40,63326766;retired;married;secondary;no;977,6505337;yes;no;unknown;14,51989747;may;277,6952205;2,470790397;49,06662853;0,612885673;unknown;no
40,63248686;blue-collar;married;secondary;no;975,8380896;yes;no;unknown;14,51433319;may;277,850054;2,4697693;49,09958418;0,613181954;unknown;no
40,63170605;blue-collar;married;secondary;no;974,0256454;yes;no;cellular;14,5087689;may;278,0048876;2,468748203;49,13253982;0,613478236;unknown;yes
40,63092525;retired;married;secondary;no;972,2132013;no;no;unknown;14,50320462;jun;278,1597212;2,467727106;49,16549546;0,613774517;unknown;no
40,63014445;retired;married;secondary;no;970,4007572;yes;no;cellular;14,49764034;apr;278,3145547;2,466706009;49,1984511;0,614070799;unknown;yes
40,62936365;technician;married;secondary;no;968,5883131;yes;no;cellular;14,49207606;aug;278,4693883;2,465684913;49,23140675;0,61436708;failure;yes
40,62858284;admin.;married;secondary;no;966,7758689;yes;yes;unknown;14,48651178;oct;278,6242218;2,464663816;49,26436239;0,614663362;unknown;yes
40,62780204;blue-collar;married;secondary;no;964,9634248;yes;no;unknown;14,4809475;may;278,7790554;2,463642719;49,29731803;0,614959643;unknown;no
40,62702124;admin.;married;tertiary;no;963,1509807;yes;no;unknown;14,47538321;may;278,933889;2,462621622;49,33027367;0,615255925;unknown;no
40,62624043;blue-collar;married;secondary;no;961,3385366;yes;no;unknown;14,46981893;jun;279,0887225;2,461600525;49,36322932;0,615552206;unknown;no
40,62545963;retired;married;secondary;no;959,5260924;no;no;telephone;14,46425465;jul;279,2435561;2,460579429;49,39618496;0,615848488;unknown;yes
40,62467883;admin.;married;secondary;no;957,7136483;yes;no;unknown;14,45869037;may;279,3983897;2,459558332;49,4291406;0,616144769;unknown;no
40,62389802;housemaid;single;secondary;no;955,9012042;no;no;cellular;14,45312609;jul;279,5532232;2,458537235;49,46209624;0,616441051;unknown;no
40,62311722;admin.;married;secondary;no;954,0887601;yes;yes;unknown;14,44756181;may;279,7080568;2,457516138;49,49505189;0,616737332;unknown;no
40,62233642;technician;married;secondary;no;952,2763159;yes;no;cellular;14,44199752;aug;279,8628904;2,456495041;49,52800753;0,617033614;unknown;no
40,62155561;management;married;tertiary;no;950,4638718;yes;no;cellular;14,43643324;jan;280,0177239;2,455473944;49,56096317;0,617329895;other;no
40,62077481;retired;single;primary;no;948,6514277;no;no;unknown;14,43086896;jun;280,1725575;2,454452848;49,59391881;0,617626177;unknown;no
40,61999401;management;single;primary;no;946,8389836;no;no;unknown;14,42530468;jun;280,3273911;2,453431751;49,62687446;0,617922458;unknown;no
40,6192132;technician;single;secondary;no;945,0265394;yes;no;cellular;14,4197404;may;280,4822246;2,452410654;49,6598301;0,61821874;unknown;no
40,6184324;admin.;married;unknown;no;943,2140953;no;no;cellular;14,41417612;nov;280,6370582;2,451389557;49,69278574;0,618515021;unknown;no
40,6176516;admin.;married;secondary;no;941,4016512;yes;no;cellular;14,40861183;may;280,7918918;2,45036846;49,72574138;0,618811303;unknown;no
40,6168708;technician;married;secondary;no;939,5892071;yes;no;unknown;14,40304755;may;280,9467253;2,449347364;49,75869703;0,619107584;unknown;no
40,61608999;management;married;tertiary;no;937,7767629;yes;no;unknown;14,39748327;may;281,1015589;2,448326267;49,79165267;0,619403866;unknown;no
40,61530919;management;married;tertiary;no;935,9643188;yes;yes;unknown;14,39191899;may;281,2563924;2,44730517;49,82460831;0,619700147;unknown;no
40,61452839;management;single;secondary;no;934,1518747;no;no;cellular;14,38635471;aug;281,411226;2,446284073;49,85756395;0,619996429;unknown;no
40,61374758;blue-collar;divorced;secondary;no;932,3394306;yes;no;cellular;14,38079043;apr;281,5660596;2,445262976;49,8905196;0,62029271;failure;yes
40,61296678;admin.;divorced;secondary;no;930,5269864;yes;yes;telephone;14,37522615;jul;281,7208931;2,444241879;49,92347524;0,620588992;unknown;no
40,61218598;admin.;single;secondary;no;928,7145423;yes;no;cellular;14,36966186;aug;281,8757267;2,443220783;49,95643088;0,620885273;other;no
40,61140517;blue-collar;married;secondary;no;926,9020982;yes;no;cellular;14,36409758;may;282,0305603;2,442199686;49,98938652;0,621181555;unknown;no
40,61062437;unemployed;married;tertiary;no;925,0896541;no;no;cellular;14,3585333;aug;282,1853938;2,441178589;50,02234217;0,621477836;unknown;no
40,60984357;management;married;tertiary;no;923,2772099;no;no;cellular;14,35296902;jul;282,3402274;2,440157492;50,05529781;0,621774118;unknown;no
40,60906276;retired;married;primary;no;921,4647658;yes;no;cellular;14,34740474;jan;282,495061;2,439136395;50,08825345;0,622070399;unknown;no
40,60828196;blue-collar;married;secondary;no;919,6523217;yes;no;cellular;14,34184046;apr;282,6498945;2,438115299;50,12120909;0,622366681;unknown;no
40,60750116;services;married;secondary;no;917,8398776;no;no;cellular;14,33627617;dec;282,8047281;2,437094202;50,15416474;0,622662962;success;yes
40,60672035;services;married;secondary;no;916,0274334;yes;no;cellular;14,33071189;jul;282,9595617;2,436073105;50,18712038;0,622959244;unknown;no
40,60593955;blue-collar;married;secondary;no;914,2149893;no;no;unknown;14,32514761;jun;283,1143952;2,435052008;50,22007602;0,623255525;unknown;no
40,60515875;blue-collar;married;secondary;no;912,4025452;yes;no;unknown;14,31958333;may;283,2692288;2,434030911;50,25303166;0,623551807;unknown;no
40,60437795;admin.;married;secondary;no;910,5901011;yes;no;cellular;14,31401905;may;283,4240624;2,433009815;50,28598731;0,623848088;unknown;no
40,60359714;blue-collar;divorced;secondary;yes;908,7776569;yes;no;cellular;14,30845477;jul;283,5788959;2,431988718;50,31894295;0,62414437;unknown;no
40,60281634;services;divorced;secondary;no;906,9652128;yes;no;cellular;14,30289048;may;283,7337295;2,430967621;50,35189859;0,624440651;unknown;no
40,60203554;management;single;tertiary;no;905,1527687;no;no;cellular;14,2973262;nov;283,888563;2,429946524;50,38485423;0,624736933;unknown;no
40,60125473;entrepreneur;married;secondary;no;903,3403245;no;no;telephone;14,29176192;aug;284,0433966;2,428925427;50,41780988;0,625033214;success;yes
40,60047393;management;single;tertiary;no;901,5278804;yes;no;cellular;14,28619764;apr;284,1982302;2,42790433;50,45076552;0,625329496;unknown;no
40,59969313;management;married;tertiary;no;899,7154363;no;no;cellular;14,28063336;aug;284,3530637;2,426883234;50,48372116;0,625625777;unknown;no
40,59891232;retired;married;primary;no;897,9029922;no;no;telephone;14,27506908;jul;284,5078973;2,425862137;50,51667681;0,625922059;unknown;no
40,59813152;management;married;tertiary;no;896,090548;no;no;cellular;14,2695048;aug;284,6627309;2,42484104;50,54963245;0,62621834;success;yes
40,59735072;services;married;secondary;no;894,2781039;no;no;cellular;14,26394051;aug;284,8175644;2,423819943;50,58258809;0,626514622;unknown;no
40,59656991;technician;married;secondary;no;892,4656598;yes;yes;unknown;14,25837623;may;284,972398;2,422798846;50,61554373;0,626810903;unknown;no
40,59578911;blue-collar;married;primary;no;890,6532157;yes;no;unknown;14,25281195;may;285,1272316;2,42177775;50,64849938;0,627107185;unknown;no
40,59500831;services;divorced;secondary;no;888,8407715;yes;no;unknown;14,24724767;may;285,2820651;2,420756653;50,68145502;0,627403466;unknown;no
40,5942275;unemployed;married;tertiary;no;887,0283274;yes;no;cellular;14,24168339;nov;285,4368987;2,419735556;50,71441066;0,627699748;unknown;no
40,5934467;technician;married;secondary;no;885,2158833;no;no;cellular;14,23611911;aug;285,5917323;2,418714459;50,7473663;0,627996029;unknown;no
40,5926659;management;married;secondary;no;883,4034392;yes;no;cellular;14,23055482;jul;285,7465658;2,417693362;50,78032195;0,628292311;unknown;no
40,59188509;admin.;single;secondary;no;881,590995;yes;yes;unknown;14,22499054;may;285,9013994;2,416672265;50,81327759;0,628588592;unknown;no
40,59110429;technician;single;unknown;no;879,7785509;yes;yes;cellular;14,21942626;nov;286,056233;2,415651169;50,84623323;0,628884874;failure;no
40,59032349;blue-collar;married;secondary;no;877,9661068;yes;no;cellular;14,21386198;may;286,2110665;2,414630072;50,87918887;0,629181155;unknown;yes
40,58954269;blue-collar;married;secondary;no;876,1536627;yes;no;cellular;14,2082977;may;286,3659001;2,413608975;50,91214452;0,629477437;other;no
40,58876188;housemaid;married;secondary;no;874,3412185;yes;no;unknown;14,20273342;may;286,5207337;2,412587878;50,94510016;0,629773718;unknown;no
40,58798108;management;single;tertiary;no;872,5287744;yes;no;cellular;14,19716913;apr;286,6755672;2,411566781;50,9780558;0,63007;failure;no
40,58720028;technician;divorced;tertiary;no;870,7163303;yes;yes;unknown;14,19160485;jun;286,8304008;2,410545685;51,01101144;0,630366281;unknown;no
40,58641947;unemployed;married;tertiary;no;868,9038862;yes;yes;unknown;14,18604057;may;286,9852343;2,409524588;51,04396709;0,630662563;unknown;no
40,58563867;unknown;married;secondary;no;867,091442;no;no;cellular;14,18047629;nov;287,1400679;2,408503491;51,07692273;0,630958844;other;yes
40,58485787;admin.;married;tertiary;no;865,2789979;no;no;cellular;14,17491201;mar;287,2949015;2,407482394;51,10987837;0,631255126;failure;yes
40,58407706;technician;single;tertiary;no;863,4665538;no;no;cellular;14,16934773;aug;287,449735;2,406461297;51,14283401;0,631551407;unknown;no
40,58329626;admin.;divorced;secondary;no;861,6541097;no;yes;cellular;14,16378345;nov;287,6045686;2,4054402;51,17578966;0,631847689;unknown;no
40,58251546;blue-collar;married;secondary;no;859,8416655;yes;no;unknown;14,15821916;may;287,7594022;2,404419104;51,2087453;0,63214397;unknown;no
40,58173465;admin.;married;secondary;no;858,0292214;no;no;cellular;14,15265488;aug;287,9142357;2,403398007;51,24170094;0,632440252;unknown;no
40,58095385;housemaid;married;primary;no;856,2167773;no;no;cellular;14,1470906;aug;288,0690693;2,40237691;51,27465658;0,632736533;unknown;no
40,58017305;housemaid;married;primary;no;854,4043332;no;no;cellular;14,14152632;jul;288,2239029;2,401355813;51,30761223;0,633032815;success;no
40,57939224;services;divorced;secondary;no;852,591889;yes;no;unknown;14,13596204;may;288,3787364;2,400334716;51,34056787;0,633329096;unknown;no
40,57861144;blue-collar;married;secondary;no;850,7794449;yes;no;cellular;14,13039776;jul;288,53357;2,39931362;51,37352351;0,633625378;unknown;yes
40,57783064;self-employed;married;secondary;no;848,9670008;no;yes;cellular;14,12483347;aug;288,6884036;2,398292523;51,40647915;0,633921659;unknown;no
40,57704984;self-employed;married;tertiary;no;847,1545567;no;no;cellular;14,11926919;jul;288,8432371;2,397271426;51,4394348;0,634217941;unknown;no
40,57626903;management;single;tertiary;no;845,3421125;no;no;cellular;14,11370491;oct;288,9980707;2,396250329;51,47239044;0,634514222;unknown;no
40,57548823;services;married;primary;no;843,5296684;no;yes;cellular;14,10814063;jul;289,1529043;2,395229232;51,50534608;0,634810504;unknown;no
40,57470743;blue-collar;single;primary;no;841,7172243;yes;no;unknown;14,10257635;may;289,3077378;2,394208135;51,53830172;0,635106785;unknown;no
40,57392662;blue-collar;married;primary;no;839,9047801;no;no;cellular;14,09701207;aug;289,4625714;2,393187039;51,57125737;0,635403067;unknown;no
40,57314582;technician;married;secondary;no;838,092336;yes;no;cellular;14,09144778;aug;289,6174049;2,392165942;51,60421301;0,635699348;unknown;no
40,57236502;management;single;tertiary;no;836,2798919;yes;no;cellular;14,0858835;aug;289,7722385;2,391144845;51,63716865;0,63599563;unknown;no
40,57158421;technician;single;tertiary;no;834,4674478;no;no;cellular;14,08031922;apr;289,9270721;2,390123748;51,67012429;0,636291911;unknown;no
40,57080341;technician;married;secondary;no;832,6550036;no;no;unknown;14,07475494;jun;290,0819056;2,389102651;51,70307994;0,636588193;unknown;no
40,57002261;technician;married;tertiary;no;830,8425595;yes;no;cellular;14,06919066;may;290,2367392;2,388081555;51,73603558;0,636884474;other;no
40,5692418;management;divorced;tertiary;no;829,0301154;no;no;cellular;14,06362638;nov;290,3915728;2,387060458;51,76899122;0,637180756;failure;no
40,568461;technician;single;secondary;no;827,2176713;no;no;cellular;14,0580621;aug;290,5464063;2,386039361;51,80194686;0,637477037;unknown;no
40,5676802;housemaid;married;primary;no;825,4052271;yes;no;unknown;14,05249781;jun;290,7012399;2,385018264;51,83490251;0,637773319;unknown;no
40,56689939;management;married;tertiary;no;823,592783;no;no;cellular;14,04693353;feb;290,8560735;2,383997167;51,86785815;0,6380696;failure;no
40,56611859;management;married;tertiary;no;821,7803389;yes;no;cellular;14,04136925;may;291,010907;2,382976071;51,90081379;0,638365882;unknown;no
40,56533779;management;married;tertiary;no;819,9678948;yes;no;cellular;14,03580497;feb;291,1657406;2,381954974;51,93376943;0,638662163;unknown;no
40,56455699;blue-collar;married;unknown;no;818,1554506;no;no;telephone;14,03024069;jul;291,3205742;2,380933877;51,96672508;0,638958445;unknown;no
40,56377618;blue-collar;single;primary;no;816,3430065;yes;no;cellular;14,02467641;may;291,4754077;2,37991278;51,99968072;0,639254726;failure;no
